word_lower	word_cap	alt_caps	examples	source	status	notes
borjeson	Borjeson		Borjeson-Forssman-Lehmann syndrome	OMIM	cap	
bornholm	Bornholm		Bornholm eye disease	OMIM	cap	
borochowitz	Borochowitz		Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Dai...	OMIM	cap	
borroto	Borroto		Karayol-Borroto-Haghshenas neurodevelopmental syndrome	OMIM	cap	
bosch	Bosch		Bosch-Boonstra-Schaaf optic atrophy syndrome	OMIM	cap	
bosma	Bosma		Bosma arhinia microphthalmia syndrome	OMIM	cap	
bothnia	Bothnia		Bothnia retinal dystrophy	OMIM	cap	
bothnian	Bothnian		Palmoplantar keratoderma, Bothnian type	OMIM	cap	
boucher	Boucher		Boucher-Neuhauser syndrome	OMIM	cap	
boudin	Boudin		Boudin-Mortier syndrome	OMIM	cap	
bowen	Bowen		Bowen-Conradi syndrome	OMIM	cap	
boycott	Boycott		Beaulieu-Boycott-Innes syndrome	OMIM	lower	common word, handle deviations with pattern
brachycephaly	Brachycephaly		Brachycephaly, trichomegaly, and developmental delay	OMIM	lower	
brachydactyly	Brachydactyly		Brachydactyly, type E; Brachydactyly, type D; Brachydactyly-syndactyly syndrome	OMIM	lower	
brachyolmia	Brachyolmia		Brachyolmia 4 with mild epiphyseal and metaphyseal changes; Brachyolmia type 3	OMIM	lower	
braddock	Braddock		Braddock-Carey syndrome 2; Braddock-Carey syndrome 1	OMIM	cap	
brady	Brady		Ververi-Brady syndrome 1; Ververi-Brady syndrome 2	OMIM	cap	
brain	Brain		Brain malformations with or without urinary tract defects; Brain small vessel disease 4; Brain tumor-polyposis syndrome 2	OMIM	lower	
branched	Branched		Branched-chain keto acid dehydrogenase kinase deficiency	OMIM	lower	
branchial	Branchial		Branchial arch abnormalities, choanal atresia, athelia, h...	OMIM	lower	
branchiooculofacial	Branchiooculofacial		Branchiooculofacial syndrome	OMIM	lower	
branchiootic	Branchiootic		Branchiootic syndrome 2; Branchiootic syndrome 1; Branchiootic syndrome 3	OMIM	lower	
branchiootorenal	Branchiootorenal		Branchiootorenal syndrome 1, with or without cataracts; Branchiootorenal syndrome 2	OMIM	lower	
breast	Breast		Breast cancer, invasive ductal; Breast cancer, protection against; Breast cancer, susceptibility to	OMIM	lower	
breasts	Breasts		Breasts and/or nipples, aplasia or hypoplasia of, 2	OMIM	lower	
brendel	Brendel		Huppke-Brendel syndrome	OMIM	cap	
bresheck	BRESHECK		IFAP syndrome with or without BRESHECK syndrome	OMIM	cap	
brittle	Brittle		Brittle cornea syndrome 2; Brittle cornea syndrome 1	OMIM	lower	
brocks	Brocks		Townes-Brocks syndrome 2; Townes-Brocks syndrome 1; Townes-Brocks branchiootorenal-like syndrome	OMIM	cap	
brody	Brody		Brody myopathy	OMIM	cap	
bronchiectasis	Bronchiectasis		Bronchiectasis with or without elevated sweat chloride 1,...; Bronchiectasis with or without elevated sweat chloride 2; Bronchiectasis with or without elevated sweat chloride 3	OMIM	lower	
brooke	Brooke		Brooke-Spiegler syndrome	OMIM	cap	
brown	Brown		Tatton-Brown-Rahman syndrome; Brown-Vialetto-Van Laere syndrome 2; Brown-Vialetto-Van Laere syndrome 1	OMIM	cap	may need to allow lowercase = common word; not yet aware of any common use
bruck	Bruck		Bruck syndrome 2; Bruck syndrome 1	OMIM	cap	
brugada	Brugada		Brugada syndrome 9; Brugada syndrome 2; Brugada syndrome 1	OMIM	cap	
brunet	Brunet		Brunet-Wagner neurodevelopmental syndrome	OMIM	cap	
brunner	Brunner		Brunner syndrome	OMIM	cap	
bryant	Bryant		Bryant-Li-Bhoj neurodevelopmental syndrome 1; Bryant-Li-Bhoj neurodevelopmental syndrome 2	OMIM	cap	
buchem	Buchem		van Buchem disease	OMIM	cap	
bucklers	Bucklers		Corneal dystrophy, Reis-Bucklers type	OMIM	cap	
budd	Budd		Budd-Chiari syndrome; Budd-Chiari syndrome, somatic	OMIM	cap	
bulimia	Bulimia		Bulimia nervosa, susceptibility to	OMIM	lower	
bupp	Bupp		Bachmann-Bupp syndrome	OMIM	cap	
buratti	Buratti		Buratti-Harel syndrome	OMIM	cap	
burkitt	Burkitt		Burkitt lymphoma, somatic	OMIM	cap	
burn	Burn		Burn-McKeown syndrome	OMIM	lower	
buruli	Buruli		Buruli ulcer, susceptibility to	OMIM	cap	
buschke	Buschke		Buschke-Ollendorff syndrome	OMIM	cap	
butyrylcholinesterase	Butyrylcholinesterase		Butyrylcholinesterase deficiency	OMIM	lower	
cabezas	Cabezas		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
cacchione	Cacchione		De Sanctis-Cacchione syndrome	OMIM	cap	
caffey	Caffey		Kenny-Caffey syndrome, type 1; Kenny-Caffey syndrome, type 2; Caffey disease	OMIM	cap	
caignec	Caignec		Tolchin-Le Caignec syndrome	OMIM	cap	
cakut	CAKUT		Bladder dysfunction, autonomic, with impaired pupillary r...	OMIM	cap	
calcification	Calcification		Calcification of joints and arteries	OMIM	lower	
calvarial	Calvarial		Calvarial doughnut lesions with bone fragility with or wi...	OMIM	lower	
calve	Calve		Legg-Calve-Perthes disease	OMIM	cap	
campeau	Campeau		Spondyloepimetaphyseal dysplasia, Guo-Campeau type; Li-Campeau syndrome; Snijders Blok-Campeau syndrome	OMIM	cap	
campomelic	Campomelic		Campomelic dysplasia with autosomal sex reversal; Campomelic dysplasia	OMIM	lower	
camptodactyly	Camptodactyly		Camptodactyly-arthropathy-coxa vara-pericarditis syndrome; Camptodactyly 1	OMIM	lower	
camptosynpolydactyly	Camptosynpolydactyly		Camptosynpolydactyly, complex	OMIM	lower	
camurati	Camurati		Camurati-Engelmann disease 2; Camurati-Engelmann disease 1	OMIM	cap	
canavan	Canavan		Canavan disease	OMIM	cap	
cancer	Cancer		Cancer progression/metastasis} (3); Cancer, alopecia, pigment dyscrasia, onychodystrophy, and...	OMIM	lower	
candidiasis	Candidiasis		Candidiasis, familial, 1, autosomal dominant; Candidiasis, familial, 9; Candidiasis, familial, 6, autosomal dominant	OMIM	lower	
cantu	Cantu		Hypertrichotic osteochondrodysplasia (Cantu syndrome)	OMIM	cap	
capillary	Capillary		Capillary malformation-arteriovenous malformation 1; Capillary malformation-arteriovenous malformation 2; Capillary malformations, congenital, 1, somatic, mosaic	OMIM	lower	
carboxypeptidase	Carboxypeptidase		Carboxypeptidase N deficiency	OMIM	lower	
carcinoid	Carcinoid		Carcinoid tumor of lung (3)	OMIM	lower	
cardiac	Cardiac		Cardiac conduction disease with or without dilated cardio...; Cardiac conduction disease with or without cardiomyopathy 2; Cardiac valvular dysplasia 1	OMIM	lower	
cardioacrofacial	Cardioacrofacial		Cardioacrofacial dysplasia 2; Cardioacrofacial dysplasia 1	OMIM	lower	
cardiofaciocutaneous	Cardiofaciocutaneous		Cardiofaciocutaneous syndrome; Cardiofaciocutaneous syndrome 2; Cardiofaciocutaneous syndrome 3	OMIM	lower	
cardiofacioneurodevelopmental	Cardiofacioneurodevelopmental		Cardiofacioneurodevelopmental syndrome	OMIM	lower	
cardiomyopathy	Cardiomyopathy		Cardiomyopathy, dilated, 1LL; Cardiomyopathy, familial hypertrophic, 31; Cardiomyopathy, dilated, 2C	OMIM	lower	
cardiospondylocarpofacial	Cardiospondylocarpofacial		Cardiospondylocarpofacial syndrome	OMIM	lower	
carey	Carey		Braddock-Carey syndrome 2; Carey-Fineman-Ziter syndrome 2; Carey-Fineman-Ziter syndrome	OMIM	cap	
carney	Carney		Carney complex, type II; Carney complex variant; Carney complex, type 1	OMIM	cap	
carnitine	Carnitine		Carnitine-acylcarnitine translocase deficiency; Carnitine deficiency, systemic primary	OMIM	lower	
carnosinemia	Carnosinemia		Carnosinemia	OMIM	lower	
carotid	Carotid		Carotid intimal medial thickness	OMIM	lower	
carpal	Carpal		Carpal tunnel syndrome, familial; Carpal tunnel syndrome 2	OMIM	lower	
carpenter	Carpenter		Cole-Carpenter syndrome 2; Carpenter syndrome 1; Cole-Carpenter syndrome 1	OMIM	cap	
cartilage	Cartilage		Cartilage-hair hypoplasia	OMIM	lower	
casgid	CASGID		CASGID syndrome	OMIM	cap	
caspase	Caspase		Caspase 8 lymphadenopathy syndrome	OMIM	lower	
casq	CASQ		Myopathy, vacuolar, with CASQ1 aggregates	OMIM	cap	
cat	Cat		Cat eye syndrome	OMIM	lower	
cataract	Cataract		Cataract 8, multiple types; Cataract 49; Cataract 6, multiple types	OMIM	lower	
cataracts	Cataracts		Cataracts, growth hormone deficiency, sensory neuropathy,...; Cataracts, spastic paraparesis, and speech delay; Cataracts, hearing impairment, nephrotic syndrome, and en...	OMIM	lower	
catechol	Catechol		Catechol-O-methyltransferase activity, variation in	OMIM	lower	
catel	Catel		Catel-Manzke syndrome	OMIM	cap	
catifa	CATIFA		CATIFA syndrome	OMIM	cap	
caudal	Caudal		Caudal regression syndrome; Caudal duplication anomaly	OMIM	lower	
cavernous	Cavernous		Cavernous malformations of CNS and retina	OMIM	lower	
cavitary	Cavitary		Cavitary optic disc anomalies	OMIM	lower	
cayler	Cayler		Cayler cardiofacial syndrome	OMIM	cap	
cayman	Cayman		Ataxia, cerebellar, Cayman type	OMIM	cap	
cdags	CDAGS		CDAGS syndrome	OMIM	cap	
cebalid	CEBALID		CEBALID syndrome	OMIM	cap	
celiac	Celiac		Celiac disease, susceptibility to, 7; Celiac disease, susceptibility to, 8; Celiac disease, susceptibility to, 3	OMIM	lower	
cenani	Cenani		Cenani-Lenz syndactyly syndrome	OMIM	cap	
central	Central		Central hypoventilation syndrome, congenital, 1, with or ...; Central hypoventilation syndrome, congenital, 3; Central hypoventilation syndrome, congenital, 2, and auto...	OMIM	lower	
centronuclear	Centronuclear		Centronuclear myopathy 2; Centronuclear myopathy 6 with fiber-type disproportion; Centronuclear myopathy 5	OMIM	lower	
cerebellar	Cerebellar		Cerebellar dysfunction with variable cognitive and behavi...; Cerebellar atrophy, visual impairment, and psychomotor re...; Cerebellar atrophy with seizures and variable development...	OMIM	lower	
cerebellofaciodental	Cerebellofaciodental		Cerebellofaciodental syndrome	OMIM	lower	
cerebral	Cerebral		Cerebral cavernous malformations-3; Cerebral cavernous malformations 4, somatic; Cerebral cavernous malformations-2	OMIM	lower	
cerebrocostomandibular	Cerebrocostomandibular		Cerebrocostomandibular syndrome	OMIM	lower	
cerebrooculofacioskeletal	Cerebrooculofacioskeletal		Cerebrooculofacioskeletal syndrome 1; Cerebrooculofacioskeletal syndrome 3; Cerebrooculofacioskeletal syndrome 2	OMIM	lower	
cerebroretinal	Cerebroretinal		Cerebroretinal microangiopathy with calcifications and cy...; Cerebroretinal microangiopathy with calcifications and cy...; Cerebroretinal microangiopathy with calcifications and cysts	OMIM	lower	
cerebrotendinous	Cerebrotendinous		Cerebrotendinous xanthomatosis	OMIM	lower	
ceroid	Ceroid		Ceroid lipofuscinosis, neuronal, 15; Ceroid lipofuscinosis, neuronal, 1; Ceroid lipofuscinosis, neuronal, 7	OMIM	lower	
cervical	Cervical		Cervical cancer, somatic; Cervical carcinoma	OMIM	lower	
ces	CES		Drug metabolism, altered, CES1-related	OMIM	cap	
chahrour	Chahrour		El Hayek-Chahrour neurodevelopmental syndrome	OMIM	cap	
chanarin	Chanarin		Chanarin-Dorfman syndrome	OMIM	cap	
chand	CHAND		CHAND syndrome	OMIM	cap	
chang	Chang		Popov-Chang syndrome	OMIM	cap	
chao	Chao		Paul-Chao neurodevelopmental syndrome	OMIM	cap	
char	Char		Char syndrome	OMIM	cap	
charcot	Charcot		Charcot-Marie-Tooth disease, recessive intermediate C; Charcot-Marie-Tooth disease, type 2A1; Charcot-Marie-Tooth disease, axonal, type 2A2A	OMIM	cap	
charge	CHARGE		CHARGE syndrome	OMIM	cap	
charlevoix	Charlevoix		Spastic ataxia, Charlevoix-Saguenay type	OMIM	cap	
chauveau	Chauveau		Muscular dystrophy, congenital, Davignon-Chauveau type	OMIM	cap	
chediak	Chediak		Chediak-Higashi syndrome	OMIM	cap	
cheney	Cheney		Hajdu-Cheney syndrome	OMIM	cap	
cherubism	Cherubism		Cherubism	OMIM	lower	
chiari	Chiari		Budd-Chiari syndrome; Budd-Chiari syndrome, somatic	OMIM	cap	
chilblain	Chilblain		Chilblain lupus; Chilblain lupus 2	OMIM	cap	
chilton	Chilton		Chilton-Okur-Chung neurodevelopmental syndrome	OMIM	cap	
chioza	Chioza		Muggenthaler-Chowdhury-Chioza syndrome	OMIM	cap	
chitayat	Chitayat		Roifman-Chitayat syndrome, digenic; Chitayat syndrome	OMIM	cap	
chitotriosidase	Chitotriosidase		Chitotriosidase deficiency	OMIM	cap	
choanal	Choanal		Choanal atresia and lymphedema	OMIM	cap	
cholangitis	Cholangitis		Cholangitis, primary sclerosing	OMIM	lower	
cholestasis	Cholestasis		Cholestasis, benign recurrent intrahepatic, 2; Cholestasis, progressive familial intrahepatic 2; Cholestasis, progressive familial intrahepatic, 6	OMIM	lower	
cholesterol	Cholesterol		Cholesterol level QTL 2; Cholesterol level QTL 1	OMIM	lower	
cholesteryl	Cholesteryl		Cholesteryl ester storage disease	OMIM	lower	
chondrocalcinosis	Chondrocalcinosis		Chondrocalcinosis 2; Chondrocalcinosis with early-onset osteoarthritis	OMIM	lower	
chondrodysplasia	Chondrodysplasia		Chondrodysplasia, Blomstrand type; Chondrodysplasia with joint dislocations, GPAPP type; Chondrodysplasia punctata, X-linked recessive	OMIM	lower	
chondrosarcoma	Chondrosarcoma		Chondrosarcoma; Chondrosarcoma, extraskeletal myxoid, somatic	OMIM	lower	
chopra	Chopra		Chopra-Amiel-Gordon syndrome	OMIM	cap	
chops	CHOPS		CHOPS syndrome	OMIM	cap	
chordoma	Chordoma		Chordoma, susceptibility to	OMIM	lower	
chorea	Chorea		Chorea, childhood-onset, with psychomotor retardation; Chorea, hereditary benign	OMIM	lower	
choreoacanthocytosis	Choreoacanthocytosis		Choreoacanthocytosis	OMIM	lower	
choreoathetosis	Choreoathetosis		Choreoathetosis, hypothyroidism, and neonatal respiratory...	OMIM	lower	
chorioretinal	Chorioretinal		Chorioretinal atrophy, progressive bifocal	OMIM	lower	
choroid	Choroid		Choroid plexus papilloma	OMIM	lower	
choroidal	Choroidal		Choroidal dystrophy, central areolar 2; Choroidal dystrophy, central areolar 1	OMIM	lower	
choroideremia	Choroideremia		Choroideremia	OMIM	lower	
chotzen	Chotzen		Saethre-Chotzen syndrome with or without eyelid anomalies; Saethre-Chotzen syndrome	OMIM	cap	
chowdhury	Chowdhury		Muggenthaler-Chowdhury-Chioza syndrome	OMIM	cap	
christian	Christian		Intellectual developmental disorder, X-linked, syndromic,...	OMIM	cap	
christianson	Christianson		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
christol	Christol		Bazex-Dupre-Christol syndrome	OMIM	cap	
chromosome	Chromosome		Chromosome 1p36.33 duplication syndrome, ATAD3 gene cluster; Chromosome 1p36 deletion syndrome, distal; Chromosome 1p36 deletion syndrome, proximal	OMIM	lower	
chronic	Chronic		Chronic granulomatous disease 2, autosomal recessive; Chronic recurrent multifocal osteomyelitis 3; Chronic recurrent multifocal osteomyelitis 2, with perios...	OMIM	lower	
chudley	Chudley		Chudley-McCullough syndrome; Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
chung	Chung		Pan-Chung-Bellen syndrome; Chung-Jansen syndrome; Chilton-Okur-Chung neurodevelopmental syndrome	OMIM	cap	
chylomicron	Chylomicron		Chylomicron retention disease	OMIM	lower	
ciliary	Ciliary		Ciliary dyskinesia, primary, 49, without situs inversus; Ciliary dyskinesia, primary, 47, and lissencephaly; Ciliary dyskinesia, primary, 21	OMIM	lower	
cimdag	CIMDAG		CIMDAG syndrome	OMIM	cap	
cinca	CINCA		CINCA syndrome	OMIM	cap	
cincinnati	Cincinnati		Acrofacial dysostosis, Cincinnati type	OMIM	cap	
cinnamon	Cinnamon		Cinnamon odor, pleasantness of	OMIM	lower	
cinotti	Cinotti		Warburg-Cinotti syndrome	OMIM	cap	
cirrhosis	Cirrhosis		Cirrhosis, cryptogenic; Cirrhosis, noncryptogenic, susceptibility to	OMIM	lower	
citrullinemia	Citrullinemia		Citrullinemia, type II, neonatal-onset; Citrullinemia, adult-onset type II; Citrullinemia	OMIM	lower	
claes	Claes		Raynaud-Claes syndrome; Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
clausen	Clausen		Dyggve-Melchior-Clausen disease	OMIM	cap	
cleft	Cleft		Cleft palate, psychomotor retardation, and distinctive fa...; Cleft palate, proliferative retinopathy, and developmenta...; Cleft lip/palate-ectodermal dysplasia syndrome	OMIM	lower	
cleidocranial	Cleidocranial		Cleidocranial dysplasia, forme fruste, with brachydactyly; Cleidocranial dysplasia, forme fruste, dental anomalies only; Cleidocranial dysplasia	OMIM	lower	
clouston	Clouston		Ectodermal dysplasia 2, Clouston type	OMIM	cap	
clubfoot	Clubfoot		Clubfoot, congenital, with or without deficiency of long ...	OMIM	lower	
cns	CNS		Cavernous malformations of CNS and retina	OMIM	cap	
coa	CoA		HMG-CoA lyase deficiency; Acyl-CoA dehydrogenase, medium chain, deficiency of; HMG-CoA synthase-2 deficiency	OMIM	cap	
coach	COACH		COACH syndrome 2; COACH syndrome 1; COACH syndrome 3	OMIM	cap	
cockayne	Cockayne		Cockayne syndrome, type A; Cockayne syndrome, type B; Xeroderma pigmentosum, group G/Cockayne syndrome	OMIM	cap	
codas	CODAS		CODAS syndrome	OMIM	cap	
coenzyme	Coenzyme		Coenzyme Q10 deficiency, primary, 4; Coenzyme Q10 deficiency, primary, 1; Coenzyme Q10 deficiency, primary, 3	OMIM	lower	
coffin	Coffin		Coffin-Siris syndrome 2; Coffin-Siris syndrome 1; Coffin-Siris syndrome 7	OMIM	cap	
cognitive	Cognitive		Cognitive impairment with or without cerebellar ataxia	OMIM	lower	
cohen	Cohen		Cohen syndrome; Cohen-Gibson syndrome	OMIM	cap	
colchicine	Colchicine		Colchicine resistance	OMIM	lower	
cold	Cold		Cold-induced sweating syndrome 2; Cold-induced sweating syndrome 1	OMIM	lower	
cole	Cole		Cole-Carpenter syndrome 2; Cole disease; Cole-Carpenter syndrome 1	OMIM	cap	
collins	Collins		Treacher-Collins syndrome 4; Treacher Collins syndrome 1; Treacher Collins syndrome 3	OMIM	cap	
coloboma	Coloboma		Coloboma of optic nerve; Coloboma, ocular, with or without hearing impairment, cle...; Coloboma, ocular, autosomal recessive	OMIM	lower	
colon	Colon		Colon cancer, somatic; Colon cancer, advanced, somatic; Colon cancer, susceptibility to	OMIM	lower	
colorblindness	Colorblindness		Colorblindness, tritan; Colorblindness, protan; Colorblindness, deutan	OMIM	lower	
colorectal	Colorectal		?Colorectal cancer, susceptibility to; Colorectal cancer, somatic; Colorectal cancer with chromosomal instability, somatic	OMIM	lower	
colton	Colton		Blood group, Colton	OMIM	cap	
combined	Combined		Combined oxidative phosphorylation deficiency 35; Combined oxidative phosphorylation deficiency 21; Combined oxidative phosphorylation deficiency 38	OMIM	lower	
complement	Complement		Complement factor H deficiency; Complement hyperactivation, angiopathic thrombosis, and p...; Complement factor I deficiency	OMIM	lower	
cone	Cone		Cone-rod dystrophy 3; Cone-rod dystrophy 21; Cone-rod dystrophy 8	OMIM	lower	
congenital	Congenital		Congenital myopathy 19; Congenital disorder of glycosylation, type Ir; Congenital myopathy 3 with rigid spine	OMIM	lower	
conlin	Conlin		Mulchandani-Bhoj-Conlin syndrome	OMIM	cap	
conotruncal	Conotruncal		Conotruncal heart malformations, variable; Conotruncal heart malformations; Conotruncal anomaly face syndrome	OMIM	lower	
conradi	Conradi		Bowen-Conradi syndrome	OMIM	cap	
contractural	Contractural		Contractural arachnodactyly, congenital	OMIM	lower	
contractures	Contractures		Contractures, pterygia, and spondylocarpostarsal fusion s...; Contractures, pterygia, and spondylocarpotarsal fusion sy...	OMIM	lower	
convulsions	Convulsions		Convulsions, familial infantile, with paroxysmal choreoat...	OMIM	lower	
cooper	Cooper		Hiatt-Neu-Cooper neurodevelopmental syndrome	OMIM	cap	
coproporphyria	Coproporphyria		Coproporphyria	OMIM	lower	
cormier	Cormier		Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Dai...	OMIM	cap	
cornea	Cornea		Cornea plana 1, autosomal dominant; Cornea plana 2, autosomal recessive	OMIM	lower	
corneal	Corneal		Corneal dystrophy, Schnyder type; Corneal dystrophy, posterior polymorphous 2; Corneal dystrophy, Fuchs endothelial, 1	OMIM	lower	
cornelia	Cornelia		Cornelia de Lange syndrome 1; Cornelia de Lange syndrome 4; Cornelia de Lange syndrome 3	OMIM	cap	
coronary	Coronary		Coronary heart disease, susceptibility to, 2; Coronary artery disease, resistance to; Coronary heart disease, susceptibility to, 5	OMIM	lower	
corpus	Corpus		Corpus callosum, agenesis of, with facial anomalies and c...; Corpus callosum, agenesis of, with impaired intellectual ...; Corpus callosum, partial agenesis of	OMIM	lower	
